# V    B-V
17.807 1.339
15.301 0.815
16.277 1.019
19.372 1.477
19.026 1.003
19.869 0.736
15.905 1.024
18.708 1.527
20.146 0.083
18.319 1.345
17.795 1.088
18.779 1.548
17.913 1.469
15.501 0.828
19.531 0.516
20.290 0.482
19.245 1.526
18.454 1.023
18.709 0.783
18.465 0.863
15.807 0.884
20.700 0.713
19.057 1.409
19.391 1.512
19.577 1.423
20.036 1.020
19.682 1.577
16.108 0.613
17.929 1.420
20.301 0.239
16.382 1.045
16.341 0.665
20.788 0.831
17.136 1.232
19.829 0.278
15.350 0.830
15.681 0.901
19.490 0.997
19.943 1.681
17.288 1.321
17.176 1.254
17.156 1.238
20.578 1.267
19.284 1.102
19.912 0.563
16.754 1.123
16.729 1.147
19.105 1.381
18.559 0.834
19.561 1.480
16.783 0.537
18.807 0.730
19.745 1.385
17.165 0.649
16.303 1.025
18.593 1.447
19.133 1.641
19.476 0.922
19.636 1.526
16.709 1.130
16.272 0.934
19.345 1.300
17.175 1.281
20.976 0.011
17.581 1.321
17.572 1.323
18.726 1.536
20.514 1.453
15.920 0.930
19.128 1.667
19.568 0.222
19.685 0.906
19.729 1.431
19.601 1.395
20.635 0.326
19.370 0.369
20.184 1.431
19.153 1.382
18.492 1.521
19.110 1.414
19.308 0.542
19.998 0.452
17.708 1.348
18.403 1.445
16.371 1.022
20.552 0.610
18.361 1.513
19.656 0.796
19.396 1.738
20.112 0.510
17.041 0.175
19.817 1.049
20.214 1.271
20.652 0.826
19.892 1.310
20.454 0.477
19.595 1.564
17.974 0.954
18.690 0.541
17.286 1.175
16.983 1.098
18.110 1.470
17.909 0.826
19.289 0.532
17.316 1.242
15.793 0.881
16.730 0.634
20.197 0.856
16.935 1.341
17.644 1.306
17.645 1.328
16.556 0.605
17.042 1.198
17.015 1.208
19.690 0.783
19.009 1.222
19.554 0.412
20.831 0.774
20.410 1.409
19.643 1.746
13.785 0.551
19.124 1.103
20.712 1.103
20.233 1.492
16.585 1.095
16.570 1.106
16.118 0.916
18.819 1.308
19.345 1.461
15.447 0.958
15.390 0.970
20.107 1.389
18.746 0.743
19.847 0.959
20.102 0.406
14.867 0.726
14.852 0.721
14.865 0.711
17.457 0.886
17.839 0.800
20.449 0.853
16.595 0.792
15.788 0.805
17.445 1.506
19.247 1.486
20.501 0.613
19.934 2.184
19.511 0.902
16.921 1.143
16.931 1.112
17.413 1.421
19.632 1.186
15.258 0.752
17.404 1.312
17.270 0.732
17.962 1.268
17.401 1.305
20.187 1.449
19.638 1.650
15.061 0.766
18.150 1.124
15.028 0.747
15.007 0.752
15.016 0.747
20.796 1.063
17.598 1.409
19.118 1.650
18.856 1.225
20.396 1.636
16.902 1.170
20.362 0.416
16.612 1.658
18.548 1.513
17.410 1.394
18.335 1.390
17.564 1.320
16.643 1.453
17.838 1.623
20.658 0.899
18.708 0.183
18.593 1.339
20.042 0.726
19.876 1.953
16.782 1.266
16.212 1.032
18.898 1.560
21.326 1.507
20.353 0.990
19.983 1.359
16.769 1.083
18.535 1.489
19.006 1.737
17.596 0.405
20.814 1.159
18.952 1.361
19.733 0.321
19.953 1.371
19.955 1.500
16.814 1.231
16.936 1.117
16.735 1.314
19.421 1.593
16.280 1.003
15.677 0.859
15.669 0.881
15.691 0.862
20.899 0.516
18.612 -0.113
17.758 0.595
17.784 0.473
20.655 1.457
15.546 0.743
20.723 1.283
19.319 1.472
19.046 1.494
15.230 0.790
15.214 0.793
15.266 0.762
15.215 0.777
15.209 0.797
15.215 0.779
19.897 1.444
15.814 0.680
17.455 1.309
19.486 1.801
16.891 1.375
18.673 1.607
20.363 1.724
19.388 1.537
18.972 0.771
17.160 1.516
16.571 0.820
14.335 0.807
14.378 0.851
14.369 0.839
14.323 0.818
19.059 1.285
20.374 0.315
20.619 0.747
19.160 1.459
17.977 0.963
18.132 0.931
19.024 1.300
18.999 1.508
14.950 0.760
14.928 0.759
15.017 0.750
14.930 0.695
14.927 0.758
14.947 0.738
15.055 0.797
14.969 0.736
14.861 0.800
19.693 0.949
19.680 1.440
14.981 0.781
19.080 0.536
20.555 0.306
20.147 1.772
19.778 1.541
17.908 0.640
15.794 0.903
19.284 0.942
13.695 0.552
16.628 0.662
20.757 0.784
17.941 1.440
15.979 0.986
18.406 0.856
18.036 0.589
13.766 1.013
16.723 0.585
18.331 0.451
17.491 0.944
16.623 0.594
16.641 0.570
20.211 0.697
14.770 0.470
14.746 0.467
14.765 0.457
14.743 0.467
19.916 0.714
17.957 1.438
18.589 1.674
19.623 1.537
14.972 0.891
14.987 0.908
14.961 0.890
19.669 0.661
18.124 1.450
19.497 0.507
12.777 0.548
18.946 1.492
20.594 0.683
16.183 1.001
21.170 0.777
18.600 1.556
19.763 0.900
17.319 0.763
17.838 1.310
18.628 1.465
19.529 0.674
19.637 1.479
19.473 1.675
19.720 0.997
15.439 0.946
17.892 0.899
19.665 1.634
19.407 0.855
16.904 1.197
16.421 0.755
18.986 1.172
14.737 0.744
18.050 1.415
18.323 1.513
19.371 1.519
17.067 0.648
16.978 0.679
17.352 1.285
17.317 1.272
19.055 1.391
16.828 0.713
18.210 0.493
17.239 0.686
19.947 1.658
18.599 0.841
16.295 1.449
20.160 1.206
19.921 1.678
16.215 1.020
20.236 0.430
18.355 1.470
21.214 0.252
17.290 0.946
19.972 1.514
18.762 1.513
18.871 0.918
19.656 -0.098
17.135 1.233
17.886 0.496
16.391 0.739
18.858 1.475
19.093 1.567
20.186 0.666
18.999 1.530
20.072 1.123
20.137 1.555
19.651 1.222
16.410 0.584
19.572 0.548
19.220 1.429
17.718 0.505
19.424 1.329
18.573 1.098
18.408 1.419
18.775 1.522
18.907 1.555
17.792 1.541
18.852 1.576
18.854 1.539
16.632 0.942
15.211 0.623
17.103 1.093
18.037 1.149
18.249 0.682
16.423 1.059
17.299 1.032
16.588 1.077
18.458 1.338
20.935 0.319
20.466 0.943
18.262 1.199
14.645 0.747
19.449 1.323
19.685 0.450
18.062 0.794
16.475 0.931
15.770 0.937
19.688 1.589
15.459 0.875
12.695 0.584
18.087 1.473
15.930 1.072
16.673 1.101
16.164 0.554
18.685 1.189
18.592 1.506
19.787 0.874
18.802 1.011
16.933 0.913
21.306 0.839
17.176 0.933
17.998 1.005
20.907 0.715
18.580 1.549
18.007 0.988
17.371 1.308
17.378 1.283
19.922 1.010
16.201 0.838
16.227 0.848
18.359 0.964
18.610 1.006
19.708 0.647
19.964 0.971
19.270 1.511
18.086 1.469
20.695 0.489
20.924 -0.185
18.720 1.600
16.929 1.346
16.990 1.332
18.806 1.316
16.784 1.245
17.872 1.354
16.059 0.874
18.557 1.535
19.101 1.248
14.918 0.701
20.218 1.334
18.556 1.319
19.245 1.342
18.119 1.282
18.715 1.548
20.034 0.585
17.181 1.274
20.157 0.724
19.234 0.720
18.974 1.165
17.139 0.729
20.209 0.784
20.052 0.707
17.991 1.382
17.255 0.880
20.862 0.314
18.880 0.407
18.535 1.499
15.383 0.990
18.791 0.743
17.500 0.590
13.776 0.608
18.813 1.460
20.076 0.960
18.355 0.688
15.894 0.932
19.449 1.006
19.588 1.754
17.219 1.331
17.372 1.055
18.546 0.625
16.672 1.136
20.379 1.692
15.774 1.013
19.607 1.474
17.815 0.544
20.269 0.874
16.742 0.689
18.281 1.422
20.222 0.936
18.666 1.535
20.258 1.752
20.262 0.607
18.252 0.628
16.018 1.148
17.230 1.505
20.482 0.566
20.489 0.902
18.024 1.431
18.724 1.422
18.089 1.470
20.746 0.715
18.740 1.575
16.760 0.957
20.618 0.683
16.575 0.951
18.912 0.525
20.731 1.111
19.023 1.574
17.898 1.477
18.027 1.441
18.075 0.530
19.511 1.648
18.979 1.486
20.246 1.431
18.817 1.557
16.919 0.881
21.038 1.180
19.621 1.412
20.010 1.598
18.415 1.026
18.333 1.195
19.727 0.840
18.627 0.598
18.612 0.659
16.648 1.176
19.648 1.769
19.312 1.542
18.772 1.156
14.228 0.658
18.063 1.419
18.780 1.440
17.840 1.449
17.800 1.024
16.297 0.950
18.315 1.338
17.435 0.846
17.576 0.535
17.799 1.015
19.722 0.732
18.955 0.487
19.823 1.650
18.841 1.235
19.180 1.464
19.265 1.415
19.493 1.570
19.789 0.992
18.706 1.391
18.627 1.167
16.735 0.919
17.685 1.089
16.690 0.740
19.498 1.284
19.493 0.266
17.730 1.448
19.524 1.267
19.523 1.138
19.811 0.644
18.985 1.502
18.779 1.479
18.067 1.496
17.461 0.872
18.426 1.559
19.255 1.516
17.414 1.535
20.031 0.646
19.725 0.858
18.345 0.403
19.112 0.514
19.817 1.820
18.583 1.298
19.109 1.206
18.985 1.435
20.340 1.089
17.770 0.610
18.395 1.283
18.579 1.527
20.170 0.715
15.994 0.709
18.871 1.330
15.262 0.802
16.381 1.063
19.727 1.737
16.204 1.156
19.555 0.499
19.239 1.346
17.481 1.056
17.562 1.376
20.200 1.479
17.598 1.328
20.473 0.856
17.190 0.622
16.525 0.616
19.240 0.552
19.836 0.520
18.632 1.496
19.029 0.737
19.740 1.557
18.680 0.741
20.871 0.458
19.709 1.766
20.174 1.414
19.369 1.416
16.367 0.640
17.562 1.592
19.291 0.534
16.512 1.079
20.053 0.567
19.533 1.562
17.262 1.294
14.710 0.736
16.548 1.081
20.826 0.170
19.862 0.913
20.564 1.129
18.784 0.700
20.104 1.423
17.787 0.881
17.505 1.534
17.156 0.950
16.692 0.642
17.498 1.304
18.847 1.304
17.358 1.625
19.107 1.517
16.243 1.357
18.359 1.474
18.982 0.933
19.679 0.858
18.536 1.508
19.681 0.908
17.816 1.404
19.588 1.438
17.952 0.448
17.197 1.142
17.803 1.426
19.490 0.584
17.373 1.306
19.511 0.440
15.803 0.858
20.830 0.544
20.940 0.630
18.556 1.474
18.352 1.606
18.991 0.829
17.150 1.139
18.380 1.105
18.939 0.959
20.020 1.186
20.199 0.595
20.867 0.744
16.650 0.573
19.792 1.333
17.914 1.088
17.636 1.366
18.265 1.415
18.868 0.530
20.369 1.282
15.807 0.969
19.224 0.685
20.859 1.127
21.053 1.039
19.620 1.661
19.188 0.540
16.101 0.519
20.069 0.600
16.477 0.579
19.901 1.601
16.061 1.010
17.383 1.064
20.309 0.540
18.128 0.739
19.866 1.883
20.711 1.388
17.439 1.430
15.925 0.654
18.942 1.554
17.963 1.526
17.996 0.882
16.672 1.124
20.218 0.878
16.919 1.676
12.760 0.680
15.840 1.040
14.848 0.716
14.720 0.722
15.690 0.880
14.932 0.809
14.560 0.850
13.050 0.540
15.544 0.971
17.970 1.400
 
