# V     B-V
19.6913 0.4871
18.5270 0.4222
17.7214 0.5761
18.5110 0.5003
19.6003 0.4481
19.5293 0.4135
18.2614 0.4443
19.8531 -1.707
18.7200 0.4985
18.3033 0.45
19.5684 0.4842
19.8668 0.5097
20.1260 0.5454
18.0941 0.4557
17.9657 0.4719
18.0170 0.4241
19.9116 0.4766
18.7125 0.4405
17.1013 0.2934
19.8777 0.5135
18.9217 0.3991
19.5646 0.4748
18.6099 0.4261
19.1434 0.4461
20.0316 0.5173
19.5328 0.4318
18.6925 0.4068
19.4890 0.5983
19.4970 0.4595
19.5512 0.5351
19.2590 0.4232
20.1055 0.5238
19.2061 0.4937
20.4138 0.6807
18.5093 0.4481
19.5305 0.4423
19.8526 0.4757
19.4924 0.6378
18.4551 0.4184
18.8720 0.3894
19.2573 0.4481
19.6158 0.6112
16.4616 0.7005
18.1568 0.4672
19.1578 0.469
19.2741 0.4184
18.5177 0.4728
19.7362 0.5333
19.5868 0.5097
18.1157 0.4337
17.9225 0.4395
18.5751 0.4947
18.5479 0.3914
18.0874 0.4814
19.7896 0.5163
19.7937 0.5107
19.1883 0.5304
17.9625 0.4405
18.9932 1.6458
17.7126 0.565
18.6364 1.0827
19.4479 0.5059
19.3140 0.4222
16.3513 0.7338
18.2971 0.4193
18.2702 0.4909
19.2897 0.4728
16.7563 0.6424
18.3407 0.3991
17.8061 0.5928
19.4413 0.5295
19.5286 0.4748
19.6762 0.536
14.8160 0.7687
18.5348 0.429
19.7723 0.6397
19.1877 0.5135
19.5552 1.8208
19.9645 0.5229
19.5530 0.5435
19.6606 0.4039
18.6607 0.4
19.6047 0.47
19.9757 0.6167
17.8279 0.5022
20.2166 0.7005
19.2036 0.4738
19.3719 0.9296
14.9699 0.7997
18.0447 0.4356
19.7216 0.5191
19.4279 0.4652
19.5840 0.4605
19.6104 0.4851
18.4814 0.4106
18.4863 0.4481
17.8129 0.505
19.1681 0.4937
18.5681 0.4974
20.2692 0.4927
13.7378 0.8445
18.5428 0.3962
17.9362 0.4538
19.8588 0.862
17.7352 0.5342
19.1590 1.2538
18.0605 0.4059
19.8962 0.5845
19.2642 0.4519
15.4881 -0.0528
14.8589 0.7979
19.1386 0.5191
18.8038 0.4308
14.9178 0.8121
19.8464 0.5248
17.0919 0.5482
19.7933 0.6406
19.9135 0.5687
19.8426 0.5191
20.1278 0.5529
17.3475 0.6269
19.4819 0.1379
18.9927 0.3982
17.0296 1.6906
18.4274 0.4106
18.5678 0.5069
18.5392 0.4528
18.5742 0.451
19.5273 0.108
19.4457 0.4337
18.8266 0.4757
19.9109 1.0408
18.4821 0.4193
19.5267 0.4719
17.4482 0.589
18.0541 0.4212
12.2236 1.4552
20.2113 0.7276
20.2891 0.5919
20.0572 1.0617
18.8317 0.471
18.8724 0.4814
16.4458 0.678
18.9899 0.5059
17.7313 0.5826
18.6010 0.5012
18.7741 0.4184
19.4157 0.5107
18.6121 0.4557
18.9389 0.4251
19.5998 0.6094
19.4775 0.4804
18.4082 0.4927
18.3600 0.4614
19.4937 0.4728
19.6419 0.4261
19.0122 0.5369
16.0581 0.7527
17.7042 0.6488
18.4962 0.4164
19.8856 1.0943
18.9880 0.4222
16.8574 0.7159
19.9605 0.4804
16.6331 0.7589
18.4981 0.4203
18.1963 0.4889
19.7134 0.577
19.1451 0.4956
17.9543 0.488
18.1305 0.4804
18.4149 0.3923
18.8206 0.4385
20.1140 0.4985
19.6553 0.5295
19.3631 0.4947
19.1571 1.4931
18.7123 0.3788
19.9179 0.5519
19.5504 0.4824
18.3855 0.4049
17.9486 0.4757
20.0994 0.636
19.2616 0.402
19.8221 0.4184
19.3829 0.4251
18.5696 0.4039
18.1730 0.4595
18.6386 0.4376
19.2333 0.4481
16.2148 0.6798
19.4189 0.5482
17.7467 0.5594
19.7821 0.6606
19.9750 0.5463
18.0098 0.4299
18.3947 0.4328
18.4922 0.4155
19.2647 0.6185
18.2542 0.4164
15.7370 0.7749
18.9411 0.4567
18.7880 0.4605
19.8257 0.5603
12.4073 1.3645
19.0912 0.4538
18.3663 0.4126
17.8813 0.5286
19.0050 0.3894
18.6618 1.035
20.5908 0.6851
19.7645 0.4786
18.8973 0.45
18.5283 0.4481
18.6076 0.4029
18.8837 0.5144
19.1608 0.469
16.5222 0.6479
14.7186 0.1235
18.4684 0.4851
20.4074 0.5761
20.0123 0.5835
20.1110 0.5974
18.7602 0.4155
19.7524 0.4824
19.5141 0.4557
19.3077 0.4719
18.9168 0.5088
20.3942 0.9766
18.4690 0.4241
19.0326 0.37
18.2017 0.47
21.3956 0.4029
17.9194 0.4842
19.6111 0.4947
19.5732 0.4528
18.6741 0.4567
19.6568 0.3651
19.1351 0.1982
18.7384 0.4452
18.4002 0.49
18.0922 0.4918
18.1607 0.47
18.4966 0.4757
18.5908 0.3358
17.7931 0.5398
18.3173 0.5323
19.8506 0.5191
18.6833 0.4472
19.4919 0.6057
20.3147 0.4337
18.2279 0.3942
19.9375 0.5724
19.6749 0.3914
21.1388 -1.1124
16.9486 0.6259
18.9825 0.4405
19.3505 0.6278
18.9316 0.5182
17.7416 0.5163
17.9165 0.4068
18.3048 0.4672
15.0102 0.4174
17.9231 0.4548
18.7504 0.3768
19.3218 0.3632
17.3804 0.2636
18.2561 0.4212
19.9435 0.4395
19.5382 0.451
17.5991 0.59
19.1130 0.5012
18.5046 0.4757
18.5492 0.4155
18.7131 0.4548
19.3430 0.7837
19.9136 0.5173
18.9045 0.4405
19.1408 0.3953
17.4079 0.6066
18.3554 0.4814
17.8283 0.5304
18.3682 0.4519
19.0363 0.488
18.5780 0.3004
18.0065 0.4786
19.4029 0.427
14.1556 0.6997
19.2280 0.4222
17.8467 0.5126
17.9161 0.4576
19.0063 0.45
18.1250 0.4586
20.1165 0.4049
18.0389 0.427
15.8781 0.7527
18.8406 0.4738
19.6958 0.3952
18.6512 0.4528
15.0573 0.0694
19.8661 0.5416
17.3479 0.5491
19.7930 0.5435
19.2124 0.3181
18.8552 0.9672
18.1103 0.4472
18.9548 0.4299
19.5448 0.5097
16.4136 0.7041
15.9524 0.7204
19.0857 0.4728
17.9771 0.4193
15.4385 0.4077
19.7209 0.3309
18.2374 0.4088
19.3727 0.5116
19.0622 0.451
18.2620 0.4994
20.0440 0.5435
19.8778 0.5547
18.7431 0.4203
19.2459 1.6958
18.9396 0.4757
18.0127 0.5107
19.8631 0.7642
19.1765 0.6287
18.3378 0.4318
19.0051 0.4557
19.2759 0.3914
18.6622 0.4528
20.9752 -0.0205
18.6187 0.6906
18.6671 0.3856
19.3453 0.3807
20.7669 0.5032
18.7135 0.5229
17.6531 0.5416
17.6832 0.5854
16.3690 0.6616
19.3936 0.4766
20.1199 0.5041
19.7745 1.3075
18.0523 0.4472
18.5172 0.4528
18.1573 0.45
15.0558 0.8366
18.0144 0.4814
20.1668 0.6112
19.1691 0.4965
15.7183 -0.0561
19.8306 0.6223
18.6811 0.4548
16.7688 0.6825
18.2515 0.4049
17.9179 0.2506
18.5543 0.4472
19.1257 0.5117
19.6338 0.5097
15.0848 0.82
17.8391 1.2611
19.9433 0.6415
17.9796 0.4748
18.1959 0.3933
19.5831 0.4947
18.4657 0.4347
18.4905 0.3739
17.9461 0.4947
18.4051 0.4203
15.6273 0.7338
18.3743 0.4472
17.8179 0.5041
19.7151 0.9612
18.9684 0.3759
20.4444 0.6351
18.9496 0.4366
18.8191 0.4193
18.1009 0.3942
19.6506 0.5173
20.1322 0.5872
18.4259 0.427
19.6653 0.5789
18.7124 0.3475
19.6326 0.5182
19.7118 0.6085
12.7000 1.2538
18.0788 0.5556
18.5551 0.4974
19.3498 0.5088
16.9962 0.6488
17.9955 0.4423
18.7000 0.5003
18.1537 0.3991
20.3596 0.4766
19.0693 0.6424
19.6565 0.522
17.6615 0.5696
17.7585 0.5229
19.3794 0.4833
18.6479 0.427
17.7517 0.5126
18.9364 0.3777
19.4624 0.4824
17.7624 0.577
18.1402 0.3827
18.8054 0.3475
19.6940 1.2932
19.2840 0.5003
19.5586 0.5163
18.6709 1.0442
19.9360 0.5956
19.2241 0.591
18.5085 0.4059
19.2704 0.5752
15.0284 0.4461
19.3514 0.5276
18.4049 0.3612
17.8671 0.4567
20.2948 1.0375
18.1482 0.4164
18.1592 0.3826
18.5535 0.4423
19.9066 0.5668
20.0571 0.326
18.3105 0.4395
17.7799 0.5519
18.7039 0.4643
18.6227 0.4328
18.8649 0.4624
20.2298 0.4681
19.8839 0.505
18.4381 0.4956
19.6089 1.1636
18.6689 0.4652
19.2224 0.4842
17.8572 0.4538
19.0633 0.4126
19.7705 0.5201
17.7208 0.5529
18.3873 0.5323
18.7801 0.4965
16.1414 0.7248
20.6429 0.2023
23.0947 -0.7653
16.2183 -0.1647
19.7072 0.3836
20.2205 0.7051
19.6257 0.2556
18.9374 0.6342
17.9969 0.5022
19.3305 0.5238
20.2985 0.4804
19.3219 0.9261
19.4838 0.5079
18.8276 0.4757
18.0049 0.4643
18.6209 0.4261
18.2845 0.4395
18.9663 0.45
18.3102 1.8672
18.2259 0.3612
17.5750 0.3885
19.6578 0.5556
16.3830 0.5445
18.5981 0.4576
17.4954 0.6387
20.0819 0.5032
19.3136 0.5668
20.1779 0.602
20.2911 0.5407
17.9440 0.2235
20.6886 0.4366
19.3863 1.2297
18.0809 0.4251
18.7331 0.4212
18.5640 0.3894
19.2212 0.536
19.1876 0.5191
18.9428 0.4299
19.8293 0.5323
17.9552 0.4519
19.3569 0.5501
18.5568 0.4662
17.6919 0.6011
18.3250 0.3904
18.0927 0.401
18.2268 0.429
19.6644 1.3059
20.1791 0.5407
19.4944 0.3172
19.3335 0.5229
19.3707 0.4728
19.7109 0.5482
18.5549 0.4652
19.8224 0.7239
20.2661 0.5946
19.8137 0.4728
19.7655 0.5678
17.4203 0.6424
17.9050 0.4994
19.6885 1.4545
18.0504 0.4452
18.1789 0.5482
19.8330 0.5454
19.9297 0.4337
16.6837 0.185
18.2520 0.4586
19.5213 0.5808
19.3887 0.5144
17.9843 0.4862
18.2129 0.4261
18.0784 0.4088
18.5259 0.4633
19.2191 0.4937
17.3541 0.4557
18.1957 0.5135
18.9688 0.5088
17.9802 0.4164
19.7556 0.5173
16.4347 0.6924
18.9256 0.4385
19.5666 0.4766
18.5624 0.3759
19.9047 0.5116
17.9697 0.5135
19.9063 0.5323
19.1470 1.6014
19.3684 0.4452
18.5201 0.4193
18.0791 0.4548
19.3921 0.4193
18.5802 0.4538
18.2535 0.4395
19.6234 0.4461
19.4128 0.5069
17.8487 0.5126
18.7622 0.4519
15.1124 -0.0066
19.2774 0.4443
19.2187 0.3982
19.2621 0.4184
19.8155 0.5705
19.4631 0.4937
19.2902 0.4927
18.6131 0.4567
19.3742 0.4918
20.7003 0.4889
19.7545 0.5696
27.8311 -22.5826
18.7572 0.3845
19.6487 0.5576
19.3402 0.5863
17.9260 0.5012
20.0471 0.3865
19.8179 0.551
20.1957 0.5126
18.6401 0.5389
19.1675 0.4405
19.0616 0.5163
19.6776 0.4376
17.3543 0.6424
19.7776 0.4766
18.5558 0.3642
18.1570 0.4605
18.9383 0.4145
20.3645 0.4395
19.8204 0.4833
19.6510 0.5003
20.4370 0.4586
17.9541 0.4557
19.1877 0.4356
18.8082 0.4155
21.0839 0.6039
18.9856 0.4385
19.2480 0.4985
18.0828 0.3953
18.2619 0.3914
19.6108 0.4318
21.1551 -1.8821
18.5897 0.471
18.4851 0.4548
15.1021 0.2984
19.8443 0.5798
19.2589 0.4643
19.5361 0.5425
17.9624 0.4443
20.0433 0.6397
19.2825 0.4776
19.4857 0.5612
18.5061 0.3865
18.1314 0.3777
19.6524 0.5752
17.5617 0.6176
18.7725 0.4068
20.0064 0.4814
19.8203 0.5789
14.8786 0.5173
19.8238 0.5565
19.3886 0.5154
20.5587 0.5135
18.7928 0.4299
19.2205 0.5678
18.0798 0.4672
19.1840 0.5454
19.3990 0.425
19.5341 0.5398
17.9189 0.5032
19.8558 0.5529
17.5862 0.324
18.7474 0.3456
18.1965 0.4414
19.1953 0.4126
21.5994 -0.3437
19.5768 0.3971
18.2743 0.3486
18.7161 0.4974
19.0156 0.402
18.7147 0.401
18.9855 0.4395
19.6507 0.5126
18.1440 0.4241
15.6915 -0.0421
19.3341 0.4956
18.8787 0.4347
17.9129 0.505
19.2967 0.47
18.4622 0.6488
18.4392 0.49
18.5985 0.4405
17.5969 0.6011
17.7648 0.5097
14.3698 0.8454
19.0593 0.5313
19.8633 0.4871
19.0592 0.451
19.4315 0.5238
19.4253 0.4889
18.4673 0.4135
19.4041 0.4212
19.7275 0.4776
19.7183 0.6424
12.5331 1.329
18.7560 0.4985
19.0304 0.4452
19.7709 0.5059
19.0506 0.5173
18.8283 0.488
18.3320 0.425
19.8901 0.4937
19.1308 0.5529
15.6171 -0.1017
19.5919 0.4624
19.6256 0.5154
16.7828 0.6834
18.5172 0.4528
18.3253 0.4135
18.5983 0.4126
19.7101 0.4557
18.1983 1.2651
19.8615 0.5687
20.3135 1.0037
18.1177 0.47
19.2057 0.4347
19.3664 0.4461
15.5640 0.7758
18.5321 0.4184
19.0808 0.429
19.9129 0.5059
18.2676 0.402
19.9025 0.521
19.5749 0.5032
18.0458 0.4308
18.2210 0.4222
17.9175 0.5201
18.3389 0.4279
17.8165 0.521
17.7199 0.603
17.6316 0.5191
20.2210 0.6661
18.9761 0.4956
18.6572 0.3515
20.2131 0.6579
18.8211 0.3563
18.8892 0.451
18.8598 0.5079
18.7724 0.4452
18.7833 0.4889
19.6117 0.6149
19.1417 0.5576
19.5462 0.4538
18.8015 0.5201
16.7857 2.2305
19.2042 0.536
20.0398 0.8366
17.8216 0.5163
18.3808 0.5079
19.6894 0.5276
18.5439 0.4261
18.4134 1.8853
18.4413 0.4126
19.1252 0.4909
18.8015 0.3739
18.4890 0.3013
19.5237 0.4719
19.3901 0.5416
14.9773 0.4871
18.3041 0.4937
18.2225 0.4068
17.7762 0.4927
18.1443 0.45
17.9187 0.5107
19.4312 0.4538
20.1682 0.5872
16.6050 0.6634
19.5019 0.5041
18.6387 0.47
18.9148 0.3962
18.4303 0.45
19.6799 0.4633
17.8658 0.4299
18.2145 0.4776
14.4669 0.8093
18.7598 0.5079
19.4634 0.636
20.0347 0.5126
17.2063 0.6433
19.3793 0.3797
20.1185 0.4804
18.4120 0.4222
19.6204 0.2914
19.4705 0.4414
18.4806 0.4376
18.9432 0.4528
18.1295 1.4793
19.8381 0.4184
20.0638 0.6094
18.9203 0.4126
18.0034 0.4433
20.0160 0.5956
18.3679 0.4633
15.1307 0.0242
18.7136 0.4738
18.4813 0.4145
19.4181 1.562
18.7003 0.3505
19.2578 0.4299
19.5669 0.5482
17.6096 0.6205
17.9721 0.4567
18.1796 0.4376
19.3414 0.5761
19.3761 0.591
19.2075 1.4529
18.5337 0.3991
19.6488 0.5097
17.8775 0.522
19.7749 1.7313
18.6154 0.3759
17.9686 0.4757
18.9746 0.565
19.2602 0.3221
19.4050 0.3885
18.9956 0.402
19.8396 0.6988
18.6192 0.4538
20.1862 0.4918
19.6016 0.6232
18.5489 0.4624
19.5474 0.4842
19.7053 0.1708
18.8209 0.3933
18.0602 0.4164
19.8083 0.4862
19.0136 0.4748
15.2250 0.7705
19.2384 0.5257
18.7265 0.4423
19.2657 0.4356
19.5299 0.3933
19.5869 0.427
19.3200 0.6001
19.3017 0.5135
18.4926 0.4757
18.1446 0.4376
19.3876 0.5668
19.8866 0.4748
18.3420 0.4241
16.6911 0.6579
20.0044 0.5779
19.7023 0.5835
18.9529 0.4643
14.8345 0.4395
18.5328 0.4672
16.9818 0.14
15.2615 0.3739
19.0496 0.5182
19.4629 0.6011
19.9381 0.4974
19.4858 0.4681
18.4740 0.2736
18.7014 0.4824
18.4288 0.4308
18.6074 0.4824
18.4868 0.4318
19.2430 1.5368
18.3698 0.469
18.3655 0.4077
19.4004 0.4106
19.2622 0.5854
19.5077 0.5135
18.3857 0.47
18.9257 0.4
19.5453 0.4889
17.6274 0.577
18.5335 0.4786
18.9566 0.4385
16.2166 0.6952
20.1742 0.5854
19.3231 0.4965
18.1699 0.4624
20.1722 0.5872
16.7236 0.7023
17.9638 0.469
17.8229 0.2775
19.4160 0.6652
18.5250 0.3583
19.3760 0.3593
15.0239 0.8049
19.5520 0.5012
17.1805 0.6296
17.3644 0.4452
18.7937 0.4
19.2681 0.4937
19.0880 0.3885
18.8226 0.4385
19.8332 0.5351
17.5933 0.5789
17.4772 0.6533
19.8537 0.6185
18.1639 0.3933
17.9778 0.3642
17.9507 0.4
17.9010 0.4586
16.7118 0.0986
17.8270 0.4614
18.9973 0.5295
16.0148 0.6834
19.7528 0.5097
19.7785 0.4077
17.4538 0.6825
19.7923 0.5323
18.5179 0.3942
19.3955 1.8244
15.4702 0.741
18.0140 0.4586
18.1449 0.3914
18.4936 0.4385
18.1372 0.4538
18.9133 0.45
20.1679 0.3319
18.5026 0.4366
18.4664 0.4461
18.5212 0.4538
19.6031 1.359
18.8841 0.4567
20.2375 0.6269
18.4893 0.4126
18.7847 0.47
15.7422 0.7472
18.1544 0.4814
18.6059 0.4643
18.2136 0.3407
14.6700 0.7811
18.5925 0.4776
17.9563 0.4117
19.3998 0.5565
18.9155 0.4405
18.8608 0.4681
19.7746 0.5668
19.2725 0.3748
18.9440 0.4985
18.8389 0.3622
19.4131 0.5407
17.9526 0.4385
18.3680 0.4222
18.6082 0.4519
19.7454 0.4452
18.4351 0.2456
19.0899 0.5032
18.8606 0.5154
19.1152 0.4174
18.4395 0.4068
17.8652 0.451
18.5260 0.3894
17.9547 0.471
19.2004 0.5779
18.3025 0.4077
19.8264 0.6369
18.4158 0.4308
18.8412 0.49
19.1949 0.427
18.7736 0.4385
19.2646 0.4766
19.1725 0.4405
18.4553 0.45
18.1650 0.328
18.3649 0.427
18.4086 0.4376
19.7234 1.3968
18.8235 0.3427
17.9571 0.6606
14.9378 0.8489
19.9674 0.577
18.8992 -1.0842
19.5635 0.4795
18.6269 0.3914
19.0589 0.5022
19.8193 0.5286
18.9124 0.4433
18.9340 0.3913
17.9551 0.4212
19.4717 0.5603
18.4323 0.45
18.2500 0.3894
17.1888 0.6816
19.7507 0.5144
18.4593 0.45
19.7399 0.3328
17.1880 0.6634
19.0082 0.4538
18.8404 0.4851
19.9231 0.3544
18.8757 0.3982
18.8249 0.3622
18.7542 0.4909
19.3024 1.6674
18.4167 1.9627
19.4865 1.1939
19.8915 0.522
16.1988 0.6789
19.7389 0.602
14.1388 0.8863
18.6186 0.402
17.5061 0.5919
19.1257 0.47
19.3111 0.5407
18.4281 0.4212
18.0185 0.4786
18.4085 0.4049
17.9710 0.4595
18.8884 0.4452
19.0944 0.4433
20.1329 0.5501
19.4185 0.4414
18.0122 0.4174
18.7077 0.368
18.4820 0.4595
18.4597 0.4337
19.0519 0.4261
18.5758 0.4299
18.2594 0.5266
19.0098 0.429
20.5441 0.3269
18.5785 0.3152
18.9105 0.4068
18.8225 0.4776
17.6120 0.6001
18.7039 0.4624
19.3654 0.5257
19.7698 0.4299
20.0208 0.5069
18.2760 0.3885
19.4628 0.5079
17.8388 0.2305
18.9909 0.5482
19.2929 0.5482
19.5084 1.3677
19.9207 0.6185
19.2569 0.4643
16.8158 0.6851
18.3418 0.4308
18.2741 0.4184
17.5849 0.6057
15.3218 0.3348
19.0906 0.5154
18.6905 0.3739
19.0722 0.4538
19.6824 0.5734
17.9856 0.4376
18.3131 0.4212
18.4669 0.427
17.6417 0.5612
15.8642 0.7392
18.4564 0.4452
17.5247 0.4728
17.0738 0.6103
18.3859 0.4261
17.8881 0.2716
19.2486 0.371
19.3399 0.5482
17.6914 0.6351
15.9232 -0.1182
14.4619 0.8058
20.8633 -2.5104
19.4023 0.5295
19.0944 0.4461
18.7385 0.4776
19.0624 0.4851
19.6404 0.3777
19.1259 0.5022
18.5674 0.4097
19.6615 0.6269
18.5857 0.368
17.9926 0.4029
19.6790 0.5435
16.7314 0.6387
18.8792 0.4528
18.4735 0.4795
19.9031 0.4974
19.0935 0.4405
18.9300 0.425
18.6622 0.3845
18.3291 0.3856
18.9671 0.3856
18.7229 0.4251
19.7925 0.5724
18.0464 0.3768
19.1203 0.4135
17.6614 0.6351
19.1759 0.4279
19.1952 0.5342
17.9989 0.4633
19.8846 1.5923
19.7139 0.3024
17.7039 0.5491
20.1036 0.6979
17.9808 0.4672
18.8985 0.4068
18.6837 0.3982
18.9025 0.5229
18.9378 0.5079
19.1926 0.4766
19.2815 0.3748
17.6194 0.5761
18.9538 1.6749
19.3753 0.5807
19.6108 0.4672
18.4372 0.4155
17.8537 0.5612
19.1727 0.3368
18.9673 0.4481
18.4789 0.3933
18.6950 0.4232
18.1410 0.3885
19.0767 0.471
18.7216 0.5659
18.5893 0.3486
18.0468 0.4662
19.8702 0.4927
18.3091 0.4557
19.6545 0.4414
18.7596 0.5182
18.1318 0.4308
19.0539 0.505
16.1891 0.6606
19.1770 0.4241
18.1163 0.4117
18.3048 0.469
18.3749 0.4261
18.8030 0.5003
18.8897 0.4719
20.2780 0.328
18.1268 0.6112
18.4539 0.4251
14.9242 0.1308
19.2327 0.401
19.7735 0.4405
18.5575 0.3729
19.2762 0.5333
18.8239 0.3942
17.8364 0.4824
18.1537 0.3671
17.9055 0.4423
19.1879 0.5022
19.0295 0.3446
18.3651 0.4567
18.1902 0.4519
18.2919 0.3914
17.2911 0.4937
18.6692 0.451
19.2916 0.5182
18.3895 0.4405
18.0358 0.4299
19.2179 0.3942
20.0787 0.6933
18.3366 0.4376
19.7969 0.5032
18.2087 0.4328
18.9924 0.3456
15.8173 0.7374
18.6035 0.3748
18.5556 0.4376
17.5708 0.613
19.8288 0.3952
17.6906 0.2094
17.8420 0.4994
18.6021 0.3865
18.4395 0.4423
19.5817 0.5135
18.9541 0.3874
19.6196 0.4029
18.4843 0.4135
18.2817 0.4356
19.5084 0.4833
19.6315 0.7096
19.2731 0.4567
18.8358 0.3971
19.5741 0.5416
19.7501 0.59
19.1467 0.3387
15.8648 -0.1117
18.0464 0.4452
19.1343 0.3486
19.5219 0.5022
19.7051 0.4567
15.1198 0.8121
18.8542 0.451
18.2203 0.3505
20.6684 0.3181
18.6644 0.4842
19.1389 0.427
18.7984 0.4088
17.4613 0.5835
19.1044 0.4461
19.1856 0.1431
20.5732 -0.1336
19.0153 0.4871
19.1185 0.521
17.0790 0.5965
18.1216 0.4385
20.1547 0.6888
19.2396 1.4577
18.1613 0.4117
20.0609 0.6048
18.2090 0.425
18.4440 0.3894
19.4889 0.5059
19.3356 0.4757
18.9017 0.4
18.3295 0.4395
18.7710 0.4586
19.9050 0.5965
19.9253 0.449
17.7591 0.5389
19.8818 0.4662
16.9204 0.7159
19.2686 0.4757
19.8683 0.646
17.8086 0.5182
18.6582 0.3836
18.5371 0.4974
17.0883 0.7338
21.2887 -0.5559
19.8923 0.3201
17.5808 1.3795
18.6822 0.4155
18.8134 0.4097
16.9621 0.6561
19.5836 0.5191
18.7119 0.4652
19.2459 0.4633
17.9263 0.4871
18.8442 0.3515
15.7669 0.1173
18.7767 0.6167
15.1605 0.4077
18.6430 0.3904
19.5070 0.4586
20.2573 0.4472
13.1218 1.0316
18.9445 0.3748
19.4583 0.4889
19.4647 1.5078
18.6834 0.4851
19.5622 0.536
19.7949 0.6048
17.7882 0.5342
17.1965 0.6296
17.8729 0.4624
14.9439 0.8085
18.7082 0.3845
15.4554 0.7248
20.0034 0.7221
17.5330 0.9329
18.3377 0.4
18.3232 0.4174
13.3759 0.7909
16.9947 0.6879
19.9499 1.8773
17.8851 0.4965
19.4533 0.3797
17.9093 0.4472
18.8779 0.4279
19.6279 0.5482
16.9647 0.6933
19.0551 0.5937
20.4104 0.4106
19.6774 0.4833
18.7238 0.5097
19.3756 0.5631
20.2661 0.3544
21.6612 -1.9664
18.2651 0.3563
17.9860 0.4241
18.3755 0.4395
18.8699 0.8093
18.8090 0.3894
16.5472 0.7384
19.3178 0.3971
18.8729 0.5022
14.9599 0.0966
19.8100 0.6643
19.5207 0.47
20.1175 0.6323
16.4115 0.7114
19.2965 0.4786
18.8370 0.3913
19.8863 0.2656
18.9478 1.286
18.3932 0.4519
19.3736 0.4385
17.9812 0.4519
18.7355 0.4077
17.8436 0.4766
16.0407 -0.1259
18.7355 0.4077
20.0134 0.4461
18.9387 0.5116
17.4037 0.5621
19.6942 0.5369
19.5986 0.4738
17.8223 0.5295
18.5022 0.4918
17.9625 0.4423
21.7303 0.4472
19.5012 0.536
19.2157 0.3982
18.0033 0.4135
19.1406 0.5154
21.6298 -2.5078
18.8940 0.4222
20.1086 0.6196
19.9535 0.4077
13.9969 0.7909
19.1653 0.4117
18.1497 0.4719
17.9098 0.3642
17.9641 0.4956
17.5480 0.5974
19.5835 1.3717
19.2263 0.5323
19.8645 0.5714
18.5581 0.4557
18.0162 0.451
18.3473 0.4481
19.7997 0.5135
18.1573 0.45
20.2266 0.5659
19.5092 0.5351
18.1220 0.4994
20.2787 0.401
20.1081 1.7689
18.6829 0.5022
19.1003 0.4889
19.3753 0.9782
19.1243 0.4481
20.3375 0.4423
19.2626 0.4738
18.8591 0.3856
16.8318 0.1605
19.6174 0.5276
18.4151 0.4576
14.9250 0.7802
18.6193 0.4871
19.5635 0.4804
18.3309 0.4261
18.2515 0.4059
17.5690 0.6688
19.6750 0.4586
19.5615 0.6287
19.5375 0.4786
18.0789 0.4279
18.7370 0.4232
14.4435 0.0841
17.1224 0.6378
18.7196 0.4748
19.0786 0.4738
17.7427 0.5621
19.6157 0.4347
18.8901 0.7633
18.4287 0.4337
23.2933 -1.5542
16.6868 0.6816
16.6498 0.2295
18.1989 0.4624
16.6701 0.6552
19.1162 0.451
17.1973 0.6424
19.9616 0.6205
19.6571 0.5919
18.5237 0.4347
19.7595 0.6278
18.8479 0.4624
19.6072 0.49
17.7301 0.5425
18.6802 0.49
18.6969 0.4633
19.1985 0.3729
18.2258 0.3971
18.7626 0.4039
17.7941 0.4974
17.2018 0.678
19.5382 0.5333
17.7382 0.5845
18.0736 0.4748
18.6996 0.4738
18.7924 0.3759
19.7127 0.47
18.8151 0.3856
19.0067 0.47
18.5294 0.4842
19.7970 0.5454
17.7517 0.5576
19.7271 0.538
18.8178 0.4681
19.0558 0.5079
16.8995 0.7069
19.1304 0.3777
17.8221 0.5389
18.9731 0.4203
18.8040 0.5012
19.2323 0.5332
19.7473 0.9859
19.1331 0.5389
19.0595 0.3729
17.3653 1.0752
