# V    B-V
18.491 1.041
21.164 0.327
22.494 0.580
21.273 0.255
20.729 0.314
19.996 0.412
21.058 0.293
22.138 0.512
21.014 0.476
19.225 1.005
19.832 0.546
20.636 0.360
21.488 0.383
20.791 0.313
21.801 0.574
22.755 0.549
19.023 0.935
22.694 0.137
22.122 0.631
22.326 0.432
21.643 0.493
22.141 0.403
21.103 0.436
22.292 0.379
21.514 0.397
21.064 0.574
21.107 0.361
22.385 0.425
21.188 0.393
21.360 0.463
22.188 0.299
20.848 0.291
19.209 0.862
21.791 0.428
21.272 0.223
21.557 0.436
21.518 0.358
20.942 -0.112
21.364 0.351
22.518 0.217
21.869 0.541
21.343 0.423
21.809 0.264
19.060 0.875
22.389 0.576
22.417 0.668
21.881 0.609
21.552 0.431
22.291 0.435
20.972 0.192
19.739 0.388
21.308 0.335
22.017 0.324
20.811 0.307
21.588 0.327
21.878 0.170
20.930 0.252
21.334 0.207
21.541 0.313
20.992 0.405
20.684 0.382
22.376 0.523
21.702 0.256
20.847 0.321
19.789 0.928
20.876 0.382
20.338 0.375
22.501 0.436
21.163 0.358
20.908 0.410
20.568 0.338
20.816 0.379
19.182 0.956
20.585 0.318
22.562 0.685
21.838 0.439
21.363 0.398
21.138 0.524
20.421 0.196
22.167 0.506
21.825 0.419
20.935 0.192
20.996 0.350
20.130 0.333
17.280 1.352
20.758 0.379
22.497 0.574
21.151 0.393
21.298 0.398
22.212 0.325
22.380 0.569
18.417 1.076
21.729 0.322
20.582 0.336
20.934 0.293
22.489 0.417
22.573 0.386
22.258 0.558
22.199 0.531
20.231 0.408
19.184 0.942
21.224 0.210
21.968 0.401
22.335 0.386
21.394 0.549
20.228 0.344
21.811 0.603
20.529 0.289
22.359 0.663
21.854 0.573
21.523 0.377
22.508 0.355
20.967 -0.090
21.560 0.331
22.680 0.432
21.080 0.313
20.215 0.327
21.714 0.246
21.549 0.520
22.306 0.820
22.693 0.472
20.917 0.350
20.738 0.349
19.248 0.857
21.067 0.267
22.387 0.829
22.728 0.455
21.492 0.242
22.386 0.343
19.302 0.915
22.402 0.624
22.292 0.377
20.645 0.245
20.296 0.325
21.141 0.259
20.163 0.299
20.482 0.267
19.652 0.218
19.782 0.815
20.849 0.214
19.021 1.003
20.714 0.303
19.179 0.900
17.513 1.169
19.034 0.885
20.255 0.372
17.861 1.479
18.973 0.832
18.292 1.027
19.177 0.894
21.063 0.316
19.717 0.349
19.701 0.300
20.049 0.172
20.485 0.351
16.569 1.454
20.124 0.218
19.398 0.318
19.421 0.933
20.397 0.281
21.257 0.436
18.158 1.129
18.230 0.983
19.912 0.405
19.091 0.911
19.001 0.871
19.147 0.860
20.104 0.275
19.574 0.814
19.499 0.887
20.903 0.304
20.106 0.289
19.150 0.826
20.233 0.264
19.227 0.881
18.698 0.639
19.865 0.435
20.941 0.339
20.093 0.314
19.661 0.300
20.067 0.391
19.103 0.848
20.742 0.179
20.878 0.252
20.308 0.306
20.765 0.225
18.997 0.853
19.699 0.232
19.315 0.877
19.197 0.793
19.862 0.351
19.480 0.612
19.170 0.731
16.060 1.679
18.807 1.026
20.278 0.814
19.248 0.862
20.786 0.338
18.294 1.041
19.744 0.304
20.643 0.338
16.714 1.310
19.657 0.408
20.121 0.320
20.231 0.234
19.217 0.881
19.589 0.322
20.708 0.372
19.430 0.888
21.093 0.284
19.354 0.299
19.313 0.946
20.621 0.554
21.208 0.285
19.380 0.895
20.237 0.364
21.093 0.354
19.623 0.335
18.339 1.089
19.582 0.898
20.564 0.112
19.931 0.335
19.740 0.306
20.026 0.216
19.618 0.840
19.090 0.839
19.951 0.252
20.116 0.344
20.026 0.395
19.620 0.424
18.603 1.030
19.143 0.903
17.770 1.205
21.332 0.386
20.163 0.327
20.352 0.278
17.949 1.029
20.509 0.223
19.485 0.271
19.697 0.412
20.108 0.371
20.425 0.387
19.226 0.856
19.251 0.885
19.314 0.890
20.270 0.262
19.956 0.313
19.515 0.894
17.981 1.102
19.111 0.856
18.030 1.148
19.635 0.907
19.695 0.837
18.213 1.100
19.591 0.830
18.876 0.652
21.145 0.417
19.864 0.302
19.256 0.685
19.559 0.304
19.108 0.890
20.048 0.387
19.908 0.369
19.757 0.278
20.994 0.313
18.942 0.636
18.568 1.071
22.809 0.142
21.974 0.437
22.884 0.369
19.153 0.924
22.431 0.421
20.771 0.411
22.331 0.486
22.431 0.570
19.264 0.871
21.373 0.451
20.972 0.307
21.514 0.508
21.965 0.530
22.511 0.596
22.075 0.566
19.814 0.321
21.183 0.411
21.375 0.422
21.227 0.300
21.229 0.371
22.618 0.456
21.643 0.296
22.447 0.497
19.985 0.473
21.726 0.358
20.939 0.482
21.133 0.486
21.690 0.359
20.993 1.603
22.500 0.571
20.159 0.280
22.508 0.569
21.951 0.482
22.022 0.269
19.764 0.373
21.968 0.315
22.077 0.440
21.002 0.413
21.363 0.812
22.783 0.624
21.718 0.563
19.612 0.460
19.791 0.347
21.593 0.557
21.229 0.197
20.278 0.371
20.036 0.330
21.789 0.309
18.986 0.907
21.641 0.531
22.173 0.359
22.477 0.424
21.507 0.513
20.536 0.271
22.928 0.475
21.456 0.429
20.735 0.344
20.273 0.323
22.036 -0.019
20.754 0.333
19.014 0.983
22.615 0.539
21.420 0.290
22.624 0.309
21.333 0.338
20.292 0.271
22.550 0.826
20.855 0.555
22.558 0.336
20.555 0.269
21.807 0.515
22.618 0.428
22.294 0.793
22.421 0.602
20.668 0.216
22.864 0.434
22.259 0.492
19.483 0.497
22.009 0.428
22.206 0.547
21.579 0.448
22.926 0.517
22.329 0.428
22.264 0.497
19.653 0.326
20.501 0.417
21.095 0.819
22.716 0.326
21.523 0.454
21.662 0.341
22.586 0.404
22.079 0.285
21.795 0.333
22.776 0.693
21.912 0.496
21.021 0.396
21.245 0.377
21.241 0.359
21.577 0.428
21.872 0.559
21.425 0.396
21.948 0.329
22.369 0.660
21.855 0.527
22.053 0.477
20.654 0.385
20.823 0.304
22.167 0.742
21.126 0.269
22.509 0.558
22.724 0.432
21.681 0.424
21.723 0.590
22.674 0.354
22.380 0.389
22.422 0.352
22.468 0.417
19.052 0.980
20.493 0.322
19.584 0.877
23.014 0.359
22.119 0.441
21.726 0.391
21.521 0.391
22.444 0.741
21.085 0.323
21.283 0.408
22.234 0.680
21.482 0.374
22.797 0.861
21.754 0.534
20.709 0.319
20.648 0.311
22.486 0.657
22.718 0.573
19.299 0.900
20.875 0.338
21.795 0.551
22.528 0.327
20.498 0.429
22.624 0.673
22.479 0.458
20.217 0.344
22.649 0.620
22.131 0.370
22.379 0.264
20.982 0.557
21.026 0.536
21.755 0.530
21.280 0.276
21.845 0.508
22.099 0.628
21.656 0.411
20.060 0.293
22.236 0.822
21.858 0.716
20.858 0.336
20.104 0.748
22.405 0.294
22.371 0.530
21.410 0.481
21.516 0.404
19.596 0.951
21.905 0.359
19.042 0.960
20.524 0.377
22.426 0.415
22.791 0.703
22.625 0.547
22.183 0.509
20.695 0.272
21.359 0.517
22.823 0.562
19.013 0.938
21.138 0.348
20.712 0.388
22.568 0.334
21.082 0.439
22.125 0.396
22.600 0.352
22.811 0.505
21.716 0.459
22.349 0.371
20.868 0.562
19.509 0.370
21.032 0.436
17.999 1.246
21.985 0.413
21.277 0.351
20.948 0.305
21.566 0.527
20.104 0.278
20.744 0.289
20.462 0.300
22.206 0.443
22.855 0.573
22.226 0.377
22.788 0.152
22.662 0.340
22.924 0.571
20.668 0.544
19.673 0.715
19.540 0.272
20.039 0.300
19.423 1.074
22.653 0.582
21.537 -0.449
21.272 0.490
22.493 0.492
21.806 0.376
21.678 0.265
19.787 0.355
20.886 0.373
21.970 0.527
19.931 0.410
22.097 0.464
22.320 0.347
21.698 0.407
20.972 0.500
22.427 0.571
22.531 0.597
21.256 0.458
20.756 1.736
21.725 0.430
22.599 0.592
19.364 0.922
21.549 0.466
21.968 0.585
22.117 0.474
21.190 0.523
22.638 0.509
22.313 0.574
19.044 0.877
23.195 0.254
19.251 0.334
22.924 0.806
22.228 0.645
22.615 0.485
22.341 0.665
21.498 0.396
23.197 0.482
21.386 0.333
20.232 0.362
22.064 0.488
22.459 0.393
21.106 0.511
22.121 0.473
22.687 0.496
22.313 0.601
21.898 0.464
22.482 0.608
21.142 0.329
21.633 0.282
21.666 0.413
22.689 0.451
21.166 0.291
21.076 0.260
22.539 0.517
20.412 1.478
22.064 0.553
21.284 0.378
22.840 0.411
22.751 0.616
20.230 0.329
23.245 0.312
21.796 0.351
22.471 0.452
21.426 0.366
19.644 0.165
22.924 0.257
22.334 0.559
21.439 0.448
23.010 0.463
21.081 1.355
22.325 0.336
22.402 1.027
22.472 0.275
23.174 -0.082
22.950 0.235
22.195 0.039
21.173 0.389
20.310 0.149
19.018 0.858
19.462 0.882
21.423 0.512
22.163 0.878
21.151 0.338
17.933 1.157
19.935 0.497
20.380 0.359
19.151 0.883
20.404 0.297
19.579 0.922
19.137 0.849
20.250 0.348
19.221 0.443
19.365 0.852
17.629 0.986
22.850 0.139
21.706 0.283
20.074 0.347
19.544 0.338
20.423 0.235
19.999 0.359
21.244 0.421
22.083 0.271
20.361 0.440
19.116 0.898
20.154 0.229
19.106 0.883
20.709 0.509
19.126 0.851
20.871 0.437
19.861 0.341
20.171 0.337
19.065 0.969
19.781 0.885
20.458 0.343
19.877 0.316
21.084 0.246
19.267 0.946
19.025 0.943
21.382 0.473
19.268 0.812
21.142 0.764
21.412 0.248
20.986 0.162
21.746 0.482
21.205 0.445
19.713 0.711
20.445 0.125
18.889 0.971
21.838 0.488
22.459 0.175
21.199 0.254
22.658 0.259
20.621 0.858
22.092 0.595
21.983 0.175
21.131 0.211
22.207 0.410
21.992 0.430
21.915 0.334
22.044 0.465
20.817 0.340
20.920 0.792
19.045 0.845
19.958 0.218
22.489 0.630
18.512 0.963
21.881 0.536
22.921 0.305
18.378 0.919
20.610 0.340
22.328 0.683
21.723 0.460
22.710 0.575
19.673 0.817
19.168 0.750
20.115 0.328
21.028 0.211
21.603 0.328
22.037 1.306
18.598 0.829
22.663 0.627
19.628 0.273
21.774 0.257
22.481 0.598
22.907 0.190
22.221 0.472
21.196 0.383
21.491 0.364
23.322 0.024
22.955 0.477
21.756 0.561
22.650 0.207
21.229 0.633
21.684 0.433
21.635 0.503
20.329 0.258
21.550 0.464
20.928 0.357
21.173 0.164
20.423 0.171
21.626 0.402
20.626 0.239
20.047 0.298
20.521 0.280
21.109 0.273
21.297 0.246
18.851 0.687
23.216 0.302
22.369 0.350
21.468 0.395
22.648 0.567
22.367 0.503
21.088 0.358
21.036 0.708
22.638 0.331
21.170 0.391
22.209 0.210
22.285 0.335
20.869 0.231
22.660 0.204
22.694 0.406
21.221 0.305
22.093 0.502
20.939 0.201
21.687 0.441
20.740 0.340
21.083 0.460
22.228 0.338
19.517 0.844
22.541 0.523
21.756 0.269
22.113 0.247
21.555 0.380
20.373 0.139
20.962 0.258
21.726 0.527
22.349 0.310
20.036 0.355
21.147 0.426
22.523 0.495
22.595 0.567
21.701 0.404
21.447 0.110
22.765 0.672
20.642 0.236
20.398 0.344
21.485 0.358
20.769 0.306
18.351 1.031
21.326 0.344
21.697 0.343
21.602 0.404
20.657 2.270
22.068 0.441
21.612 0.972
22.827 0.376
21.931 0.320
20.505 0.225
21.838 0.499
22.822 0.368
22.336 0.488
22.322 0.476
22.727 0.287
22.687 0.284
21.664 0.370
22.632 0.385
22.005 0.527
21.519 1.518
22.235 0.279
22.554 0.009
22.322 0.483
20.711 0.464
21.897 0.265
22.103 0.575
20.844 0.309
22.979 0.189
19.326 0.818
22.966 0.355
21.971 0.385
20.325 0.331
19.328 0.823
19.323 0.519
20.965 0.308
19.586 0.339
22.837 -0.269
19.324 0.656
18.030 0.623
19.369 0.918
20.311 0.181
21.696 0.415
21.983 0.291
22.866 0.336
19.704 0.559
22.367 0.380
21.335 0.453
23.107 0.312
21.818 0.186
21.798 0.403
20.043 0.317
21.224 0.407
18.426 1.030
21.705 0.324
20.152 0.364
21.889 0.526
21.725 0.342
22.214 0.631
22.454 0.494
22.236 0.361
22.041 0.334
22.112 0.656
22.589 0.618
21.437 0.340
19.149 0.832
21.197 0.327
20.260 0.295
22.351 0.507
19.359 0.422
21.879 0.484
20.944 0.324
21.961 0.417
17.294 1.243
20.664 0.391
21.002 0.343
19.707 0.290
22.581 0.355
20.374 0.299
20.920 0.598
22.239 0.376
19.843 0.415
22.026 0.423
19.696 0.295
21.912 0.562
20.095 0.250
22.434 0.477
22.212 0.546
20.875 0.365
20.293 0.344
21.931 0.490
21.881 0.639
19.242 0.897
20.902 0.362
19.924 0.429
21.873 0.392
19.464 0.450
21.571 0.452
21.425 0.329
21.533 0.464
22.232 0.542
20.472 0.332
21.355 0.317
20.506 0.246
20.437 0.269
21.696 0.553
22.143 0.634
22.218 0.594
22.770 0.717
20.864 0.419
20.729 0.313
22.132 0.605
20.401 0.281
22.085 0.422
22.962 0.524
20.788 0.361
21.698 0.839
21.159 0.393
21.576 0.441
21.802 0.562
20.593 0.340
22.254 0.546
20.760 0.264
20.177 0.383
22.612 0.510
22.128 0.680
22.726 0.569
19.777 0.358
22.850 0.614
22.346 0.643
22.119 0.551
21.441 0.412
20.468 0.888
19.492 0.747
19.899 0.798
22.627 0.508
21.354 0.514
21.529 0.490
22.265 0.716
20.643 0.262
22.555 0.510
22.222 0.171
21.501 0.603
21.416 0.485
21.416 0.259
21.340 0.403
20.147 0.258
22.721 0.366
22.524 0.366
19.898 0.275
22.587 0.426
22.509 0.305
19.933 0.247
21.314 0.387
21.884 0.441
22.092 0.621
19.322 0.818
21.116 0.504
22.321 0.565
22.523 0.396
21.894 0.565
21.837 0.535
21.901 0.407
20.409 0.297
19.546 0.231
22.426 0.610
20.839 0.229
22.715 0.549
19.480 0.918
22.370 0.381
21.140 -0.758
22.230 0.522
22.223 0.379
19.552 0.321
21.666 0.659
21.279 0.385
22.068 0.404
18.384 1.008
22.592 0.387
21.265 0.317
21.420 0.472
21.218 0.495
21.162 0.219
21.894 0.611
22.266 0.422
22.328 0.619
21.408 0.374
19.678 0.524
19.241 0.350
20.129 0.365
21.485 0.454
21.382 0.464
22.475 0.472
21.647 0.362
20.556 0.310
21.513 0.445
22.637 0.520
20.644 0.237
20.519 0.353
21.580 0.605
19.782 0.389
22.967 0.246
22.658 0.606
20.798 0.346
21.790 0.514
20.239 0.261
21.734 0.510
21.963 0.342
21.948 0.275
22.597 0.783
22.721 0.586
22.281 0.550
19.857 0.359
22.430 0.259
19.971 1.304
22.420 0.516
22.759 0.370
20.802 0.314
22.153 0.453
22.294 0.639
22.675 0.547
22.421 0.700
22.157 0.235
21.085 0.446
21.242 0.358
22.242 0.557
21.626 0.225
20.369 0.957
22.641 0.364
19.170 0.908
22.394 0.376
20.685 0.321
21.162 0.585
20.785 0.361
22.048 0.609
20.953 -0.065
19.272 0.835
21.028 0.314
22.287 0.582
22.719 0.368
22.434 0.617
19.567 0.670
20.074 0.305
22.383 0.454
21.228 0.119
20.676 0.308
22.413 0.762
21.035 0.244
19.041 0.917
22.401 0.522
19.123 0.975
22.674 0.292
22.385 0.479
21.992 0.310
20.021 0.366
21.817 0.452
22.441 0.724
23.046 0.392
22.672 0.349
21.501 0.357
22.022 0.389
20.487 0.358
20.628 0.255
21.770 0.376
22.198 0.456
22.876 0.473
22.368 0.571
22.731 0.722
21.977 0.630
21.635 0.336
20.720 0.388
22.293 0.384
21.633 0.458
19.567 0.331
21.587 0.741
20.596 0.251
22.591 0.500
17.167 1.114
21.540 -0.185
22.543 0.666
19.973 0.362
22.550 0.526
19.857 0.323
19.907 0.292
19.160 0.893
19.940 0.228
22.238 0.450
21.226 0.321
19.801 0.324
19.297 0.808
19.140 0.948
20.612 0.369
20.743 0.270
19.489 0.901
19.551 0.301
20.247 0.373
18.326 1.063
20.864 0.364
19.876 0.784
20.073 0.374
20.150 0.272
19.618 0.310
21.450 0.377
22.259 0.452
19.086 0.126
20.636 0.276
22.292 0.292
21.405 0.277
21.654 0.096
21.344 0.550
15.123 0.321
